secao;divisao;grupo;classe;subclasse_cod_cnae;desc_cnae;desc_classe
;6;61;6120;6120599;Serviços de telecomunicações sem fio não especificados anteriormente;#N/A
;6;61;6130;6130200;Telecomunicações por satélite;#N/A
;6;61;6141;6141800;Operadoras de televisão por assinatura por cabo;#N/A
;6;61;6142;6142600;Operadoras de televisão por assinatura por microondas;#N/A
;6;61;6143;6143400;Operadoras de televisão por assinatura por satélite;#N/A
;6;61;6190;6190601;Provedores de acesso às redes de comunicações;#N/A
;6;61;6190;6190602;Provedores de voz sobre protocolo internet - VOIP;#N/A
;6;61;6190;6190699;Outras atividades de telecomunicações não especificadas anteriormente;#N/A
;6;62;6201;6201500;Desenvolvimento de programas de computador sob encomenda;#N/A
;6;62;6201;6201501;Desenvolvimento de programas de computador sob encomenda;#N/A
;6;62;6201;6201502;Web design;#N/A
;6;62;6202;6202300;Desenvolvimento e licenciamento de programas de computador customizáveis;#N/A
;6;62;6203;6203100;Desenvolvimento e licenciamento de programas de computador não-customizáveis;#N/A
;6;62;6204;6204000;Consultoria em tecnologia da informação;#N/A
;6;62;6209;6209100;Suporte técnico, manutenção e outros serviços em tecnologia da informação;#N/A
;6;63;6311;6311900;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;#N/A
;6;63;6319;6319400;Portais, provedores de conteúdo e outros serviços de informação na internet;#N/A
;6;63;6391;6391700;Agências de notícias;#N/A
;6;63;6399;6399200;Outras atividades de prestação de serviços de informação não especificadas anteriormente;#N/A
;6;64;6410;6410700;Banco Central;#N/A
;6;64;6421;6421200;Bancos comerciais;#N/A
;6;64;6422;6422100;Bancos múltiplos, com carteira comercial;#N/A
;6;64;6423;6423900;Caixas econômicas;#N/A
;6;64;6424;6424701;Bancos cooperativos;#N/A
;6;64;6424;6424702;Cooperativas centrais de crédito;#N/A
;6;64;6424;6424703;Cooperativas de crédito mútuo;#N/A
;6;64;6424;6424704;Cooperativas de crédito rural;#N/A
;6;64;6431;6431000;Bancos múltiplos, sem carteira comercial;#N/A
;6;64;6432;6432800;Bancos de investimento;#N/A
;6;64;6433;6433600;Bancos de desenvolvimento;#N/A
;6;64;6434;6434400;Agências de fomento;#N/A
;6;64;6435;6435201;Sociedades de crédito imobiliário;#N/A
;6;64;6435;6435202;Associações de poupança e empréstimo;#N/A
;6;64;6435;6435203;Companhias hipotecárias;#N/A
;6;64;6436;6436100;Sociedades de crédito, financiamento e investimento - financeiras;#N/A
;6;64;6437;6437900;Sociedades de crédito ao microempreendedor;#N/A
;6;64;6438;6438701;Bancos de câmbio;#N/A
;6;64;6438;6438799;Outras instituições de intermediação não-monetária não especificadas anteriormente;#N/A
;6;64;6440;6440900;Arrendamento mercantil;#N/A
;6;64;6450;6450600;Sociedades de capitalização;#N/A
;6;64;6461;6461100;Holdings de instituições financeiras;#N/A
;6;64;6462;6462000;Holdings de instituições não-financeiras;#N/A
;6;64;6463;6463800;Outras sociedades de participação, exceto holdings;#N/A
;6;64;6470;6470101;Fundos de investimento, exceto previdenciários e imobiliários;#N/A
;6;64;6470;6470102;Fundos de investimento previdenciários;#N/A
;6;64;6470;6470103;Fundos de investimento imobiliários;#N/A
;6;64;6491;6491300;Sociedades de fomento mercantil - factoring;#N/A
;6;64;6492;6492100;Securitização de créditos;#N/A
;6;64;6493;6493000;Administração de consórcios para aquisição de bens e direitos;#N/A
;6;64;6499;6499901;Clubes de investimento;#N/A
;6;64;6499;6499902;Sociedades de investimento;#N/A
;6;64;6499;6499903;Fundo garantidor de crédito;#N/A
;6;64;6499;6499904;Caixas de financiamento de corporações;#N/A
;6;64;6499;6499905;Concessão de crédito pelas OSCIP;#N/A
;6;64;6499;6499999;Outras atividades de serviços financeiros não especificadas anteriormente;#N/A
;6;65;6511;6511101;Sociedade seguradora de seguros vida;#N/A
;6;65;6511;6511102;Planos de auxílio-funeral;#N/A
;6;65;6512;6512000;Sociedade seguradora de seguros não vida;#N/A
;6;65;6520;6520100;Sociedade seguradora de seguros saúde;#N/A
;6;65;6530;6530800;Resseguros;#N/A
;6;65;6541;6541300;Previdência complementar fechada;#N/A
;6;65;6542;6542100;Previdência complementar aberta;#N/A
;6;65;6550;6550200;Planos de saúde;#N/A
;6;66;6611;6611801;Bolsa de valores;#N/A
;6;66;6611;6611802;Bolsa de mercadorias;#N/A
;6;66;6611;6611803;Bolsa de mercadorias e futuros;#N/A
;6;66;6611;6611804;Administração de mercados de balcão organizados;#N/A
;6;66;6612;6612601;Corretoras de títulos e valores mobiliários;#N/A
;6;66;6612;6612602;Distribuidoras de títulos e valores mobiliários;#N/A
;6;66;6612;6612603;Corretoras de câmbio;#N/A
;6;66;6612;6612604;Corretoras de contratos de mercadorias;#N/A
;6;66;6612;6612605;Agentes de investimentos em aplicações financeiras;#N/A
;6;66;6613;6613400;Administração de cartões de crédito;#N/A
;6;66;6619;6619301;Serviços de liquidação e custódia;#N/A
;6;66;6619;6619302;Correspondentes de instituições financeiras;#N/A
;6;66;6619;6619303;Representações de bancos estrangeiros;#N/A
;6;66;6619;6619304;Caixas eletrônicos;#N/A
;6;66;6619;6619305;Operadoras de cartões de débito;#N/A
;6;66;6619;6619399;Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;#N/A
;6;66;6621;6621501;Peritos e avaliadores de seguros;#N/A
;6;66;6621;6621502;Auditoria e consultoria atuarial;#N/A
;6;66;6622;6622300;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;#N/A
;6;66;6629;6629100;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;#N/A
;6;66;6630;6630400;Atividades de administração de fundos por contrato ou comissão;#N/A
;6;68;6810;6810201;Compra e venda de imóveis próprios;#N/A
;6;68;6810;6810202;Aluguel de imóveis próprios;#N/A
;6;68;6810;6810203;Loteamento de imóveis próprios;#N/A
;6;68;6821;6821801;Corretagem na compra e venda e avaliação de imóveis;#N/A
;6;68;6821;6821802;Corretagem no aluguel de imóveis;#N/A
;6;68;6822;6822600;Gestão e administração da propriedade imobiliária;#N/A
;6;69;6911;6911701;Serviços advocatícios;#N/A
;6;69;6911;6911702;Atividades auxiliares da justiça;#N/A
;6;69;6911;6911703;Agente de propriedade industrial;#N/A
;6;69;6912;6912500;Cartórios;#N/A
;6;69;6920;6920601;Atividades de contabilidade;#N/A
;6;69;6920;6920602;Atividades de consultoria e auditoria contábil e tributária;#N/A
;7;70;7020;7020400;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;#N/A
;7;71;7111;7111100;Serviços de arquitetura;#N/A
;7;71;7112;7112000;Serviços de engenharia;#N/A
;7;71;7119;7119701;Serviços de cartografia, topografia e geodésia;#N/A
;7;71;7119;7119702;Atividades de estudos geológicos;#N/A
;7;71;7119;7119703;Serviços de desenho técnico relacionados à arquitetura e engenharia;#N/A
;7;71;7119;7119704;Serviços de perícia técnica relacionados à segurança do trabalho;#N/A
;7;71;7119;7119799;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;#N/A
;7;71;7120;7120100;Testes e análises técnicas;#N/A
;7;72;7210;7210000;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;#N/A
;7;72;7220;7220700;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;#N/A
;7;73;7311;7311400;Agências de publicidade;#N/A
;7;73;7312;7312200;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;#N/A
;7;73;7319;7319001;Criação de estandes para feiras e exposições;#N/A
;7;73;7319;7319002;Promoção de vendas;#N/A
;7;73;7319;7319003;Marketing direto;#N/A
;7;73;7319;7319004;Consultoria em publicidade;#N/A
;7;73;7319;7319099;Outras atividades de publicidade não especificadas anteriormente;#N/A
;7;73;7320;7320300;Pesquisas de mercado e de opinião pública;#N/A
;7;74;7410;7410201;Design;#N/A
;7;74;7410;7410202;Design de interiores;#N/A
;7;74;7410;7410203;Design de produto;#N/A
;7;74;7410;7410299;atividades de design não especificadas anteriormente;#N/A
;7;74;7420;7420001;Atividades de produção de fotografias, exceto aérea e submarina;#N/A
;7;74;7420;7420002;Atividades de produção de fotografias aéreas e submarinas;#N/A
;7;74;7420;7420003;Laboratórios fotográficos;#N/A
;7;74;7420;7420004;Filmagem de festas e eventos;#N/A
;7;74;7420;7420005;Serviços de microfilmagem;#N/A
;7;74;7490;7490101;Serviços de tradução, interpretação e similares;#N/A
;7;74;7490;7490102;Escafandria e mergulho;#N/A
;7;74;7490;7490103;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;#N/A
;7;74;7490;7490104;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;#N/A
;7;74;7490;7490105;Agenciamento de profissionais para atividades esportivas, culturais e artísticas;#N/A
;7;74;7490;7490199;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;#N/A
;7;75;7500;7500100;Atividades veterinárias;#N/A
;7;77;7711;7711000;Locação de automóveis sem condutor;#N/A
;7;77;7719;7719501;Locação de embarcações sem tripulação, exceto para fins recreativos;#N/A
;7;77;7719;7719502;Locação de aeronaves sem tripulação;#N/A
;7;77;7719;7719599;Locação de outros meios de transporte não especificados anteriormente, sem condutor;#N/A
;7;77;7721;7721700;Aluguel de equipamentos recreativos e esportivos;#N/A
;7;77;7722;7722500;Aluguel de fitas de vídeo, DVDs e similares;#N/A
;7;77;7723;7723300;Aluguel de objetos do vestuário, jóias e acessórios;#N/A
;7;77;7729;7729201;Aluguel de aparelhos de jogos eletrônicos;#N/A
;7;77;7729;7729202;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais";#N/A
;7;77;7729;7729203;Aluguel de material médico;#N/A
;7;77;7729;7729299;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;#N/A
;7;77;7731;7731400;Aluguel de máquinas e equipamentos agrícolas sem operador;#N/A
;7;77;7732;7732201;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;#N/A
;7;77;7732;7732202;Aluguel de andaimes;#N/A
;7;77;7733;7733100;Aluguel de máquinas e equipamentos para escritórios;#N/A
;7;77;7739;7739001;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;#N/A
;7;77;7739;7739002;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;#N/A
;7;77;7739;7739003;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;#N/A
;7;77;7739;7739099;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;#N/A
;7;77;7740;7740300;Gestão de ativos intangíveis não-financeiros;#N/A
;7;78;7810;7810800;Seleção e agenciamento de mão-de-obra;#N/A
;7;78;7820;7820500;Locação de mão-de-obra temporária;#N/A
;7;78;7830;7830200;Fornecimento e gestão de recursos humanos para terceiros;#N/A
;7;79;7911;7911200;Agências de viagens;#N/A
;7;79;7912;7912100;Operadores turísticos;#N/A
;7;79;7990;7990200;Serviços de reservas e outros serviços de turismo não especificados anteriormente;#N/A
;8;80;8011;8011101;Atividades de vigilância e segurança privada;#N/A
;8;80;8011;8011102;Serviços de adestramento de cães de guarda;#N/A
;8;80;8012;8012900;Atividades de transporte de valores;#N/A
;8;80;8020;8020000;Atividades de monitoramento de sistemas de segurança;#N/A
;8;80;8020;8020001;Atividades de monitoramento de sistemas de segurança eletrônico;#N/A
;8;80;8020;8020002;Outras atividades de serviços de segurança;#N/A
;8;80;8030;8030700;Atividades de investigação particular;#N/A
;8;81;8111;8111700;Serviços combinados para apoio a edifícios, exceto condomínios prediais;#N/A
;8;81;8112;8112500;Condomínios prediais;#N/A
;8;81;8121;8121400;Limpeza em prédios e em domicílios;#N/A
;8;81;8122;8122200;Imunização e controle de pragas urbanas;#N/A
;8;81;8129;8129000;Atividades de limpeza não especificadas anteriormente;#N/A
;8;81;8130;8130300;Atividades paisagísticas;#N/A
;8;82;8211;8211300;Serviços combinados de escritório e apoio administrativo;#N/A
;8;82;8219;8219901;Fotocópias;#N/A
;8;82;8219;8219999;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;#N/A
;8;82;8220;8220200;Atividades de teleatendimento;#N/A
;8;82;8230;8230001;Serviços de organização de feiras, congressos, exposições e festas;#N/A
;8;82;8230;8230002;Casas de festas e eventos;#N/A
;8;82;8291;8291100;Atividades de cobranças e informações cadastrais;#N/A
;8;82;8292;8292000;Envasamento e empacotamento sob contrato;#N/A
;8;82;8299;8299701;Medição de consumo de energia elétrica, gás e água;#N/A
;8;82;8299;8299702;Emissão de vales-alimentação, vales-transporte e similares;#N/A
;8;82;8299;8299703;Serviços de gravação de carimbos, exceto confecção;#N/A
;8;82;8299;8299704;Leiloeiros independentes;#N/A
;8;82;8299;8299705;Serviços de levantamento de fundos sob contrato;#N/A
;8;82;8299;8299706;Casas lotéricas;#N/A
;8;82;8299;8299707;Salas de acesso à internet;#N/A
;8;82;8299;8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;#N/A
;8;84;8411;8411600;Administração pública em geral;#N/A
;8;84;8412;8412400;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;#N/A
;8;84;8413;8413200;Regulação das atividades econômicas;#N/A
;8;84;8421;8421300;Relações exteriores;#N/A
;8;84;8422;8422100;Defesa;#N/A
;8;84;8423;8423000;Justiça;#N/A
;8;84;8424;8424800;Segurança e ordem pública;#N/A
;8;84;8425;8425600;Defesa Civil;#N/A
;8;84;8430;8430200;Seguridade social obrigatória;#N/A
;8;85;8511;8511200;Educação infantil - creche;#N/A
;8;85;8512;8512100;Educação infantil - pré-escola;#N/A
;8;85;8513;8513900;Ensino fundamental;#N/A
;8;85;8520;8520100;Ensino médio;#N/A
;8;85;8531;8531700;Educação superior - graduação;#N/A
;8;85;8532;8532500;Educação superior - graduação e pós-graduação;#N/A
;8;85;8533;8533300;Educação superior - pós-graduação e extensão;#N/A
;8;85;8541;8541400;Educação profissional de nível técnico;#N/A
;8;85;8542;8542200;Educação profissional de nível tecnológico;#N/A
;8;85;8550;8550301;Administração de caixas escolares;#N/A
;8;85;8550;8550302;Atividades de apoio à educação, exceto caixas escolares;#N/A
;8;85;8591;8591100;Ensino de esportes;#N/A
;8;85;8592;8592901;Ensino de dança;#N/A
;8;85;8592;8592902;Ensino de artes cênicas, exceto dança;#N/A
;8;85;8592;8592903;Ensino de música;#N/A
;8;85;8592;8592999;Ensino de arte e cultura não especificado anteriormente;#N/A
;8;85;8593;8593700;Ensino de idiomas;#N/A
;8;85;8599;8599601;Formação de condutores;#N/A
;8;85;8599;8599602;Cursos de pilotagem;#N/A
;8;85;8599;8599603;Treinamento em informática;#N/A
;8;85;8599;8599604;Treinamento em desenvolvimento profissional e gerencial;#N/A
;8;85;8599;8599605;Cursos preparatórios para concursos;#N/A
;8;85;8599;8599699;Outras atividades de ensino não especificadas anteriormente;#N/A
;8;86;8610;8610101;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;#N/A
;8;86;8610;8610102;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;#N/A
;8;86;8621;8621601;UTI móvel;#N/A
;8;86;8621;8621602;Serviços móveis de atendimento a urgências, exceto por UTI móvel;#N/A
;8;86;8622;8622400;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;#N/A
;8;86;8630;8630501;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;#N/A
;8;86;8630;8630502;Atividade médica ambulatorial com recursos para realização de exames complementares;#N/A
;8;86;8630;8630503;Atividade médica ambulatorial restrita a consultas;#N/A
;8;86;8630;8630504;Atividade odontológica;#N/A
;8;86;8630;8630505;Atividade odontológica sem recursos para realização de procedimentos cirúrgicos;#N/A
;8;86;8630;8630506;Serviços de vacinação e imunização humana;#N/A
;8;86;8630;8630507;Atividades de reprodução humana assistida;#N/A
;8;86;8630;8630599;Atividades de atenção ambulatorial não especificadas anteriormente;#N/A
;8;86;8640;8640201;Laboratórios de anatomia patológica e citológica;#N/A
;8;86;8640;8640202;Laboratórios clínicos;#N/A
;8;86;8640;8640203;Serviços de diálise e nefrologia;#N/A
;8;86;8640;8640204;Serviços de tomografia;#N/A
;8;86;8640;8640205;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;#N/A
;8;86;8640;8640206;Serviços de ressonância magnética;#N/A
;8;86;8640;8640207;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;#N/A
;8;86;8640;8640208;Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;#N/A
;8;86;8640;8640209;Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;#N/A
;8;86;8640;8640210;Serviços de quimioterapia;#N/A
;8;86;8640;8640211;Serviços de radioterapia;#N/A
;8;86;8640;8640212;Serviços de hemoterapia;#N/A
;8;86;8640;8640213;Serviços de litotripcia;#N/A
;8;86;8640;8640214;Serviços de bancos de células e tecidos humanos;#N/A
;8;86;8640;8640299;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;#N/A
;8;86;8650;8650001;Atividades de enfermagem;#N/A
;8;86;8650;8650002;Atividades de profissionais da nutrição;#N/A
;8;86;8650;8650003;Atividades de psicologia e psicanálise;#N/A
;8;86;8650;8650004;Atividades de fisioterapia;#N/A
;8;86;8650;8650005;Atividades de terapia ocupacional;#N/A
;8;86;8650;8650006;Atividades de fonoaudiologia;#N/A
;8;86;8650;8650007;Atividades de terapia de nutrição enteral e parenteral;#N/A
;8;86;8650;8650099;Atividades de profissionais da área de saúde não especificadas anteriormente;#N/A
;8;86;8660;8660700;Atividades de apoio à gestão de saúde;#N/A
;8;86;8690;8690901;Atividades de práticas integrativas e complementares em saúde humana;#N/A
;8;86;8690;8690902;Atividades de banco de leite humano;#N/A
;8;86;8690;8690903;Atividades de acupuntura;#N/A
;8;86;8690;8690904;Atividades de podologia;#N/A
;8;86;8690;8690999;Outras atividades de atenção à saúde humana não especificadas anteriormente;#N/A
;8;87;8711;8711501;Clínicas e residências geriátricas;#N/A
;8;87;8711;8711502;Instituições de longa permanência para idosos;#N/A
;8;87;8711;8711503;Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes;#N/A
;8;87;8711;8711504;Centros de apoio a pacientes com câncer e com AIDS;#N/A
;8;87;8711;8711505;Condomínios residenciais para idosos e deficientes físicos;#N/A
;8;87;8712;8712300;Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;#N/A
;8;87;8720;8720401;Atividades de centros de assistência psicossocial;#N/A
;8;87;8720;8720499;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não;#N/A
;8;87;8730;8730101;Orfanatos;#N/A
;8;87;8730;8730102;Albergues assistenciais;#N/A
;8;87;8730;8730199;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;#N/A
;8;88;8800;8800600;Serviços de assistência social sem alojamento;#N/A
;9;90;9001;9001901;Produção teatral;#N/A
;9;90;9001;9001902;Produção musical;#N/A
;9;90;9001;9001903;Produção de espetáculos de dança;#N/A
;9;90;9001;9001904;Produção de espetáculos circenses, de marionetes e similares;#N/A
;9;90;9001;9001905;Produção de espetáculos de rodeios, vaquejadas e similares;#N/A
;9;90;9001;9001906;Atividades de sonorização e de iluminação;#N/A
;9;90;9001;9001999;Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente;#N/A
;9;90;9002;9002701;Atividades de artistas plásticos, jornalistas independentes e escritores;#N/A
;9;90;9002;9002702;Restauração de obras-de-arte;#N/A
;9;90;9003;9003500;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;#N/A
;9;91;9101;9101500;Atividades de bibliotecas e arquivos;#N/A
;9;91;9102;9102301;Atividades de museus e de exploração de lugares e prédios históricos e atrações similares;#N/A
;9;91;9102;9102302;Restauração e conservação de lugares e prédios históricos;#N/A
;9;91;9103;9103100;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;#N/A
;9;92;9200;9200301;Casas de bingo;#N/A
;9;92;9200;9200302;Exploração de apostas em corridas de cavalos;#N/A
;9;92;9200;9200399;Exploração de jogos de azar e apostas não especificados anteriormente;#N/A
;9;93;9311;9311500;Gestão de instalações de esportes;#N/A
;9;93;9312;9312300;Clubes sociais, esportivos e similares;#N/A
;9;93;9313;9313100;Atividades de condicionamento físico;#N/A
;9;93;9319;9319101;Produção e promoção de eventos esportivos;#N/A
;9;93;9319;9319199;Outras atividades esportivas não especificadas anteriormente;#N/A
;9;93;9321;9321200;Parques de diversão e parques temáticos;#N/A
;9;93;9329;9329801;Discotecas, danceterias, salões de dança e similares;#N/A
;9;93;9329;9329802;Exploração de boliches;#N/A
;9;93;9329;9329803;Exploração de jogos de sinuca, bilhar e similares;#N/A
;9;93;9329;9329804;Exploração de jogos eletrônicos recreativos;#N/A
;9;93;9329;9329899;Outras atividades de recreação e lazer não especificadas anteriormente;#N/A
;9;94;9411;9411100;Atividades de organizações associativas patronais e empresariais;#N/A
;9;94;9412;9412000;Atividades de organizações associativas profissionais;#N/A
;9;94;9412;9412001;Atividades de fiscalização profissional;#N/A
;9;94;9412;9412099;Outras atividades associativas profissionais;#N/A
;9;94;9420;9420100;Atividades de organizações sindicais;#N/A
;9;94;9430;9430800;Atividades de associações de defesa de direitos sociais;#N/A
;9;94;9491;9491000;Atividades de organizações religiosas ou filosóficas;#N/A
;9;94;9492;9492800;Atividades de organizações políticas;#N/A
;9;94;9493;9493600;Atividades de organizações associativas ligadas à cultura e à arte;#N/A
;9;94;9499;9499500;Atividades associativas não especificadas anteriormente;#N/A
;9;95;9511;9511800;Reparação e manutenção de computadores e de equipamentos periféricos;#N/A
;9;95;9512;9512600;Reparação e manutenção de equipamentos de comunicação;#N/A
;9;95;9521;9521500;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;#N/A
;9;95;9529;9529101;Reparação de calçados, bolsas e artigos de viagem;#N/A
;9;95;9529;9529102;Chaveiros;#N/A
;9;95;9529;9529103;Reparação de relógios;#N/A
;9;95;9529;9529104;Reparação de bicicletas, triciclos e outros veículos não-motorizados;#N/A
;9;95;9529;9529105;Reparação de artigos do mobiliário;#N/A
;9;95;9529;9529106;Reparação de jóias;#N/A
;9;95;9529;9529199;Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente;#N/A
;9;96;9601;9601701;Lavanderias;#N/A
;9;96;9601;9601702;Tinturarias;#N/A
;9;96;9601;9601703;Toalheiros;#N/A
;9;96;9602;9602501;Cabeleireiros, manicure e pedicure;#N/A
;9;96;9602;9602502;Atividades de estética e outros serviços de cuidados com a beleza;#N/A
;9;96;9603;9603301;Gestão e manutenção de cemitérios;#N/A
;9;96;9603;9603302;Serviços de cremação;#N/A
;9;96;9603;9603303;Serviços de sepultamento;#N/A
;9;96;9603;9603304;Serviços de funerárias;#N/A
;9;96;9603;9603305;Serviços de somatoconservação;#N/A
;9;96;9603;9603399;Atividades funerárias e serviços relacionados não especificados anteriormente;#N/A
;9;96;9609;9609201;Clinicas de estética e similares;#N/A
;9;96;9609;9609202;Agências matrimoniais;#N/A
;9;96;9609;9609203;Alojamento, higiene e embelezamento de animais;#N/A
;9;96;9609;9609204;Exploração de máquinas de serviços pessoais acionadas por moeda;#N/A
;9;96;9609;9609205;Atividades de sauna e banhos;#N/A
;9;96;9609;9609206;Serviços de tatuagem e colocação de piercing;#N/A
;9;96;9609;9609207;Alojamento de animais domésticos;#N/A
;9;96;9609;9609208;Higiene e embelezamento de animais domésticos;#N/A
;9;96;9609;9609299;Outras atividades de serviços pessoais não especificadas anteriormente;#N/A
;9;97;9700;9700500;Serviços domésticos;#N/A
;9;99;9900;9900800;Organismos internacionais e outras instituições extraterritoriais;#N/A
;8;88;8888;8888888;Atividade Econônica não informada;#N/A
